rep,species,abu,mid_x,mid_y,pa
214,Aspa,1,-90.5391400407,-28.6836249356,4
214,Fste,2,-90.5391400407,-28.6836249356,4
214,Gasp,1,-90.5391400407,-28.6836249356,4
214,Icun,5,-90.5391400407,-28.6836249356,4
214,Mcal,1,-90.5391400407,-28.6836249356,4
214,Mcur,1,-90.5391400407,-28.6836249356,4
214,Pdam,1,-90.5391400407,-28.6836249356,4
214,Pspp,5,-90.5391400407,-28.6836249356,4
214,Pver,2,-90.5391400407,-28.6836249356,4
215,Adig,2,-88.5391399879,-28.6836249645,4
215,Afdig,5,-88.5391399879,-28.6836249645,4
215,Ahya,2,-88.5391399879,-28.6836249645,4
215,Aint,2,-88.5391399879,-28.6836249645,4
215,Aspa,1,-88.5391399879,-28.6836249645,4
215,Fabd,1,-88.5391399879,-28.6836249645,4
215,Fpal,1,-88.5391399879,-28.6836249645,4
215,Gasp,2,-88.5391399879,-28.6836249645,4
215,Gret,3,-88.5391399879,-28.6836249645,4
215,Icun,8,-88.5391399879,-28.6836249645,4
215,Mcur,1,-88.5391399879,-28.6836249645,4
215,Mfov,1,-88.5391399879,-28.6836249645,4
215,Pdam,2,-88.5391399879,-28.6836249645,4
215,Plam,1,-88.5391399879,-28.6836249645,4
215,Psin,1,-88.5391399879,-28.6836249645,4
215,Pspp,6,-88.5391399879,-28.6836249645,4
215,Srad,1,-88.5391399879,-28.6836249645,4
216,Afdig,8,-86.5391399323,-28.6836249935,4
216,Ahya,2,-86.5391399323,-28.6836249935,4
216,Aint,2,-86.5391399323,-28.6836249935,4
216,Amon,1,-86.5391399323,-28.6836249935,4
216,Anas,2,-86.5391399323,-28.6836249935,4
216,Aspa,2,-86.5391399323,-28.6836249935,4
216,Cmic,1,-86.5391399323,-28.6836249935,4
216,Fabd,1,-86.5391399323,-28.6836249935,4
216,Fhal,2,-86.5391399323,-28.6836249935,4
216,Fpal,2,-86.5391399323,-28.6836249935,4
216,Gret,7,-86.5391399323,-28.6836249935,4
216,Icun,10,-86.5391399323,-28.6836249935,4
216,Lphr,3,-86.5391399323,-28.6836249935,4
216,Mcal,1,-86.5391399323,-28.6836249935,4
216,Mmon,1,-86.5391399323,-28.6836249935,4
216,Mtub,1,-86.5391399323,-28.6836249935,4
216,Pdam,2,-86.5391399323,-28.6836249935,4
216,Peyd,1,-86.5391399323,-28.6836249935,4
216,Psin,2,-86.5391399323,-28.6836249935,4
216,Pspp,8,-86.5391399323,-28.6836249935,4
216,Pver,1,-86.5391399323,-28.6836249935,4
217,Afdig,2,-84.5391398769,-28.6836250235,4
217,Cmay,1,-84.5391398769,-28.6836250235,4
217,Fabd,2,-84.5391398769,-28.6836250235,4
217,Gasp,2,-84.5391398769,-28.6836250235,4
217,Geds,1,-84.5391398769,-28.6836250235,4
217,Gret,6,-84.5391398769,-28.6836250235,4
217,Icun,4,-84.5391398769,-28.6836250235,4
217,Pdam,1,-84.5391398769,-28.6836250235,4
217,Plam,1,-84.5391398769,-28.6836250235,4
217,Pspp,4,-84.5391398769,-28.6836250235,4
217,Pver,1,-84.5391398769,-28.6836250235,4
218,Afdig,3,-82.5391398229,-28.6836250531,4
218,Agem,2,-82.5391398229,-28.6836250531,4
218,Amon,2,-82.5391398229,-28.6836250531,4
218,Anas,1,-82.5391398229,-28.6836250531,4
218,Aspa,1,-82.5391398229,-28.6836250531,4
218,Astm,1,-82.5391398229,-28.6836250531,4
218,Ffav,1,-82.5391398229,-28.6836250531,4
218,Fhal,1,-82.5391398229,-28.6836250531,4
218,Fpal,1,-82.5391398229,-28.6836250531,4
218,Gret,2,-82.5391398229,-28.6836250531,4
218,Icun,7,-82.5391398229,-28.6836250531,4
218,Mmag,1,-82.5391398229,-28.6836250531,4
218,Mtub,1,-82.5391398229,-28.6836250531,4
218,Pdam,1,-82.5391398229,-28.6836250531,4
218,Psin,1,-82.5391398229,-28.6836250531,4
218,Pspp,4,-82.5391398229,-28.6836250531,4
218,Srad,1,-82.5391398229,-28.6836250531,4
219,Aant,1,-80.5391397688,-28.6836250827,4
219,Aaus,1,-80.5391397688,-28.6836250827,4
219,Afdig,2,-80.5391397688,-28.6836250827,4
219,Ahya,2,-80.5391397688,-28.6836250827,4
219,Aint,4,-80.5391397688,-28.6836250827,4
219,Amur,2,-80.5391397688,-28.6836250827,4
219,Aspa,1,-80.5391397688,-28.6836250827,4
219,Cmic,1,-80.5391397688,-28.6836250827,4
219,Fmat,1,-80.5391397688,-28.6836250827,4
219,Geds,1,-80.5391397688,-28.6836250827,4
219,Gret,3,-80.5391397688,-28.6836250827,4
219,Icun,7,-80.5391397688,-28.6836250827,4
219,Pdam,2,-80.5391397688,-28.6836250827,4
219,Pspp,1,-80.5391397688,-28.6836250827,4
220,Aant,1,-78.5391397149,-28.6836251125,4
220,Acer,1,-78.5391397149,-28.6836251125,4
220,Afdig,5,-78.5391397149,-28.6836251125,4
220,Ahya,2,-78.5391397149,-28.6836251125,4
220,Aint,4,-78.5391397149,-28.6836251125,4
220,Amur,1,-78.5391397149,-28.6836251125,4
220,Aval,1,-78.5391397149,-28.6836251125,4
220,Ffun,2,-78.5391397149,-28.6836251125,4
220,Fhal,1,-78.5391397149,-28.6836251125,4
220,Fpal,2,-78.5391397149,-28.6836251125,4
220,Fste,1,-78.5391397149,-28.6836251125,4
220,Geds,2,-78.5391397149,-28.6836251125,4
220,Gret,1,-78.5391397149,-28.6836251125,4
220,Icun,2,-78.5391397149,-28.6836251125,4
220,Lphr,2,-78.5391397149,-28.6836251125,4
220,Mcur,1,-78.5391397149,-28.6836251125,4
220,Pdam,7,-78.5391397149,-28.6836251125,4
220,Plam,1,-78.5391397149,-28.6836251125,4
220,Pspp,6,-78.5391397149,-28.6836251125,4
220,Pver,1,-78.5391397149,-28.6836251125,4
221,Ahum,1,-120.539140826,-26.6836244957,4
221,Ahya,1,-120.539140826,-26.6836244957,4
221,Anas,1,-120.539140826,-26.6836244957,4
221,Ccol,1,-120.539140826,-26.6836244957,4
221,Elam,1,-120.539140826,-26.6836244957,4
221,Fabd,1,-120.539140826,-26.6836244957,4
221,Ffav,1,-120.539140826,-26.6836244957,4
221,Ffle,1,-120.539140826,-26.6836244957,4
221,Geds,4,-120.539140826,-26.6836244957,4
221,Gret,2,-120.539140826,-26.6836244957,4
221,Icun,1,-120.539140826,-26.6836244957,4
221,Lpur,1,-120.539140826,-26.6836244957,4
221,Mcur,2,-120.539140826,-26.6836244957,4
221,Mgri,1,-120.539140826,-26.6836244957,4
221,Mtub,4,-120.539140826,-26.6836244957,4
221,Pdam,2,-120.539140826,-26.6836244957,4
221,Pspp,10,-120.539140826,-26.6836244957,4
221,Pven,1,-120.539140826,-26.6836244957,4
221,Pver,1,-120.539140826,-26.6836244957,4
222,Amil,1,-106.539140445,-26.6836247008,4
222,Ehor,1,-106.539140445,-26.6836247008,4
222,Fpal,2,-106.539140445,-26.6836247008,4
222,Gfas,1,-106.539140445,-26.6836247008,4
222,Mdan,1,-106.539140445,-26.6836247008,4
222,Pdam,1,-106.539140445,-26.6836247008,4
222,Pspp,3,-106.539140445,-26.6836247008,4
222,Pvar,1,-106.539140445,-26.6836247008,4
222,Pver,1,-106.539140445,-26.6836247008,4
222,Sin,3,-106.539140445,-26.6836247008,4
222,Srad,1,-106.539140445,-26.6836247008,4
222,Srec,1,-106.539140445,-26.6836247008,4
222,Tste,1,-106.539140445,-26.6836247008,4
223,Adon,1,-104.539140391,-26.6836247306,4
223,Afdig,2,-104.539140391,-26.6836247306,4
223,Ahya,2,-104.539140391,-26.6836247306,4
223,Alor,1,-104.539140391,-26.6836247306,4
223,Amon,1,-104.539140391,-26.6836247306,4
223,Anas,1,-104.539140391,-26.6836247306,4
223,Aval,4,-104.539140391,-26.6836247306,4
223,Fhal,1,-104.539140391,-26.6836247306,4
223,Gfas,1,-104.539140391,-26.6836247306,4
223,Gret,1,-104.539140391,-26.6836247306,4
223,Icun,1,-104.539140391,-26.6836247306,4
223,Pdae,1,-104.539140391,-26.6836247306,4
223,Pdam,5,-104.539140391,-26.6836247306,4
223,Peyd,1,-104.539140391,-26.6836247306,4
223,Pspp,4,-104.539140391,-26.6836247306,4
223,Pver,3,-104.539140391,-26.6836247306,4
223,Saga,2,-104.539140391,-26.6836247306,4
223,Sin,2,-104.539140391,-26.6836247306,4
223,Srad,1,-104.539140391,-26.6836247306,4
224,Acer,1,-102.539140337,-26.6836247596,4
224,Afdig,1,-102.539140337,-26.6836247596,4
224,Alis,1,-102.539140337,-26.6836247596,4
224,Anas,2,-102.539140337,-26.6836247596,4
224,Asec,2,-102.539140337,-26.6836247596,4
224,Aval,1,-102.539140337,-26.6836247596,4
224,Fabd,1,-102.539140337,-26.6836247596,4
224,Gasp,1,-102.539140337,-26.6836247596,4
224,Geds,1,-102.539140337,-26.6836247596,4
224,Gret,4,-102.539140337,-26.6836247596,4
224,Icun,2,-102.539140337,-26.6836247596,4
224,Lphr,1,-102.539140337,-26.6836247596,4
224,Lpur,1,-102.539140337,-26.6836247596,4
224,Pdam,5,-102.539140337,-26.6836247596,4
224,Psin,1,-102.539140337,-26.6836247596,4
224,Pspp,6,-102.539140337,-26.6836247596,4
224,Srad,1,-102.539140337,-26.6836247596,4
225,Afdig,4,-100.539140283,-26.6836247895,4
225,Aflo,2,-100.539140283,-26.6836247895,4
225,Agem,1,-100.539140283,-26.6836247895,4
225,Asec,1,-100.539140283,-26.6836247895,4
225,Aspa,1,-100.539140283,-26.6836247895,4
225,Aval,1,-100.539140283,-26.6836247895,4
225,Fabd,1,-100.539140283,-26.6836247895,4
225,Gret,1,-100.539140283,-26.6836247895,4
225,Icun,1,-100.539140283,-26.6836247895,4
225,Lphr,1,-100.539140283,-26.6836247895,4
225,Pdae,2,-100.539140283,-26.6836247895,4
225,Pdam,2,-100.539140283,-26.6836247895,4
225,Pspp,1,-100.539140283,-26.6836247895,4
225,Pver,2,-100.539140283,-26.6836247895,4
226,Acyt,2,-98.5391402291,-26.6836248193,4
226,Aflo,1,-98.5391402291,-26.6836248193,4
226,Asec,1,-98.5391402291,-26.6836248193,4
226,Pdam,1,-98.5391402291,-26.6836248193,4
227,Lphr,1,-96.5391401747,-26.6836248482,4
227,Pspp,1,-96.5391401747,-26.6836248482,4
228,Acer,1,-94.5391401207,-26.683624878,4
228,Pdam,1,-94.5391401207,-26.683624878,4
229,Agem,1,-92.5391400654,-26.6836249071,4
229,Aint,2,-92.5391400654,-26.6836249071,4
229,Gfas,1,-92.5391400654,-26.6836249071,4
229,Icun,2,-92.5391400654,-26.6836249071,4
229,Lphr,1,-92.5391400654,-26.6836249071,4
229,Pspp,1,-92.5391400654,-26.6836249071,4
229,Pver,1,-92.5391400654,-26.6836249071,4
229,Srad,1,-92.5391400654,-26.6836249071,4
230,Afdig,4,-90.5391400114,-26.6836249364,4
230,Aflo,1,-90.5391400114,-26.6836249364,4
230,Agem,1,-90.5391400114,-26.6836249364,4
230,Alut,2,-90.5391400114,-26.6836249364,4
230,Anas,1,-90.5391400114,-26.6836249364,4
230,Astm,1,-90.5391400114,-26.6836249364,4
230,Fhal,3,-90.5391400114,-26.6836249364,4
230,Gret,2,-90.5391400114,-26.6836249364,4
230,Icun,7,-90.5391400114,-26.6836249364,4
230,Mcal,1,-90.5391400114,-26.6836249364,4
230,Pdam,1,-90.5391400114,-26.6836249364,4
230,Pspp,6,-90.5391400114,-26.6836249364,4
231,Adig,1,-88.539139959,-26.6836249656,4
231,Afdig,4,-88.539139959,-26.6836249656,4
231,Ahya,1,-88.539139959,-26.6836249656,4
231,Anas,1,-88.539139959,-26.6836249656,4
231,Aspa,2,-88.539139959,-26.6836249656,4
231,Cmay,1,-88.539139959,-26.6836249656,4
231,Elam,1,-88.539139959,-26.6836249656,4
231,Fabd,1,-88.539139959,-26.6836249656,4
231,Ffle,1,-88.539139959,-26.6836249656,4
231,Gasp,2,-88.539139959,-26.6836249656,4
231,Gret,1,-88.539139959,-26.6836249656,4
231,Icun,5,-88.539139959,-26.6836249656,4
231,Ipal,1,-88.539139959,-26.6836249656,4
231,Ppin,1,-88.539139959,-26.6836249656,4
231,Pspp,3,-88.539139959,-26.6836249656,4
231,Srec,1,-88.539139959,-26.6836249656,4
232,Afdig,6,-86.5391399026,-26.6836249954,4
232,Agem,1,-86.5391399026,-26.6836249954,4
232,Ahum,1,-86.5391399026,-26.6836249954,4
232,Ahya,2,-86.5391399026,-26.6836249954,4
232,Aint,1,-86.5391399026,-26.6836249954,4
232,Anas,4,-86.5391399026,-26.6836249954,4
232,Asec,1,-86.5391399026,-26.6836249954,4
232,Aten,1,-86.5391399026,-26.6836249954,4
232,Fhal,1,-86.5391399026,-26.6836249954,4
232,Fpal,1,-86.5391399026,-26.6836249954,4
232,Gasp,1,-86.5391399026,-26.6836249954,4
232,Gret,4,-86.5391399026,-26.6836249954,4
232,Hmic,1,-86.5391399026,-26.6836249954,4
232,Icun,8,-86.5391399026,-26.6836249954,4
232,Pdam,1,-86.5391399026,-26.6836249954,4
232,Psin,1,-86.5391399026,-26.6836249954,4
232,Pspp,3,-86.5391399026,-26.6836249954,4
232,Pver,1,-86.5391399026,-26.6836249954,4
233,Afdig,2,-84.5391398479,-26.6836250248,4
233,Agem,1,-84.5391398479,-26.6836250248,4
233,Ahya,2,-84.5391398479,-26.6836250248,4
233,Amon,1,-84.5391398479,-26.6836250248,4
233,Fabd,1,-84.5391398479,-26.6836250248,4
233,Gasp,1,-84.5391398479,-26.6836250248,4
233,Geds,1,-84.5391398479,-26.6836250248,4
233,Gret,6,-84.5391398479,-26.6836250248,4
233,Hmic,1,-84.5391398479,-26.6836250248,4
233,Icun,5,-84.5391398479,-26.6836250248,4
233,Lphr,1,-84.5391398479,-26.6836250248,4
233,Pspp,9,-84.5391398479,-26.6836250248,4
233,Srec,1,-84.5391398479,-26.6836250248,4
234,Afdig,1,-82.5391397944,-26.6836250537,4
234,Ahya,2,-82.5391397944,-26.6836250537,4
234,Aint,3,-82.5391397944,-26.6836250537,4
234,Amon,6,-82.5391397944,-26.6836250537,4
234,Amur,1,-82.5391397944,-26.6836250537,4
234,Anas,2,-82.5391397944,-26.6836250537,4
234,Asec,3,-82.5391397944,-26.6836250537,4
234,Aspa,2,-82.5391397944,-26.6836250537,4
234,Ccha,1,-82.5391397944,-26.6836250537,4
234,Cser,1,-82.5391397944,-26.6836250537,4
234,Fhal,2,-82.5391397944,-26.6836250537,4
234,Fpal,1,-82.5391397944,-26.6836250537,4
234,Gasp,2,-82.5391397944,-26.6836250537,4
234,Gfas,1,-82.5391397944,-26.6836250537,4
234,Gret,3,-82.5391397944,-26.6836250537,4
234,Hmic,1,-82.5391397944,-26.6836250537,4
234,Icun,5,-82.5391397944,-26.6836250537,4
234,Pdam,5,-82.5391397944,-26.6836250537,4
234,Pspp,5,-82.5391397944,-26.6836250537,4
234,Spis,1,-82.5391397944,-26.6836250537,4
234,Srec,1,-82.5391397944,-26.6836250537,4
235,Agem,1,-80.5391397409,-26.6836250837,4
235,Aint,9,-80.5391397409,-26.6836250837,4
235,Amon,1,-80.5391397409,-26.6836250837,4
235,Anas,1,-80.5391397409,-26.6836250837,4
235,Fhal,2,-80.5391397409,-26.6836250837,4
235,Gret,1,-80.5391397409,-26.6836250837,4
235,Icun,4,-80.5391397409,-26.6836250837,4
235,Lphr,2,-80.5391397409,-26.6836250837,4
235,Pdae,2,-80.5391397409,-26.6836250837,4
235,Pdam,7,-80.5391397409,-26.6836250837,4
235,Plam,1,-80.5391397409,-26.6836250837,4
235,Pspp,6,-80.5391397409,-26.6836250837,4
235,Pvar,1,-80.5391397409,-26.6836250837,4
235,Srec,1,-80.5391397409,-26.6836250837,4
236,Afdig,2,-78.539139686,-26.683625113,4
236,Ahya,2,-78.539139686,-26.683625113,4
236,Aint,13,-78.539139686,-26.683625113,4
236,Anas,1,-78.539139686,-26.683625113,4
236,Aval,2,-78.539139686,-26.683625113,4
236,Cexe,1,-78.539139686,-26.683625113,4
236,Fhal,2,-78.539139686,-26.683625113,4
236,Icun,2,-78.539139686,-26.683625113,4
236,Pdae,1,-78.539139686,-26.683625113,4
236,Pdam,7,-78.539139686,-26.683625113,4
236,Pspp,1,-78.539139686,-26.683625113,4
236,Pver,2,-78.539139686,-26.683625113,4
236,Srec,1,-78.539139686,-26.683625113,4
237,Pdae,1,-96.5391401464,-24.6836248494,4
237,Srad,1,-96.5391401464,-24.6836248494,4
238,Mmag,1,-94.5391400905,-24.683624878,4
238,Pspp,1,-94.5391400905,-24.683624878,4
239,Ahya,1,-92.5391400348,-24.6836249086,4
239,Aint,2,-92.5391400348,-24.6836249086,4
239,Anas,1,-92.5391400348,-24.6836249086,4
239,Aspa,1,-92.5391400348,-24.6836249086,4
239,Fabd,1,-92.5391400348,-24.6836249086,4
239,Fcom,1,-92.5391400348,-24.6836249086,4
239,Fmat,2,-92.5391400348,-24.6836249086,4
239,Fpal,2,-92.5391400348,-24.6836249086,4
239,Gret,4,-92.5391400348,-24.6836249086,4
239,Mcur,2,-92.5391400348,-24.6836249086,4
239,Mven,2,-92.5391400348,-24.6836249086,4
239,Pdae,1,-92.5391400348,-24.6836249086,4
239,Pdam,1,-92.5391400348,-24.6836249086,4
239,Ppin,2,-92.5391400348,-24.6836249086,4
239,Pspp,11,-92.5391400348,-24.6836249086,4
239,Pven,1,-92.5391400348,-24.6836249086,4
239,Srec,1,-92.5391400348,-24.6836249086,4
239,Tste,1,-92.5391400348,-24.6836249086,4
240,Acer,1,-90.5391399815,-24.6836249378,4
240,Acun,3,-90.5391399815,-24.6836249378,4
240,Aflo,1,-90.5391399815,-24.6836249378,4
240,Agem,1,-90.5391399815,-24.6836249378,4
240,Ahya,1,-90.5391399815,-24.6836249378,4
240,Aint,2,-90.5391399815,-24.6836249378,4
240,Aspa,1,-90.5391399815,-24.6836249378,4
240,Ccol,1,-90.5391399815,-24.6836249378,4
240,Cmay,1,-90.5391399815,-24.6836249378,4
240,Fabd,1,-90.5391399815,-24.6836249378,4
240,Ffle,1,-90.5391399815,-24.6836249378,4
240,Fpal,2,-90.5391399815,-24.6836249378,4
240,Fste,1,-90.5391399815,-24.6836249378,4
240,Gedw,2,-90.5391399815,-24.6836249378,4
240,Gret,1,-90.5391399815,-24.6836249378,4
240,Mdan,1,-90.5391399815,-24.6836249378,4
240,Mgri,1,-90.5391399815,-24.6836249378,4
240,Mmag,1,-90.5391399815,-24.6836249378,4
240,Pdam,1,-90.5391399815,-24.6836249378,4
240,Pspp,11,-90.5391399815,-24.6836249378,4
240,Srad,1,-90.5391399815,-24.6836249378,4
241,Adon,1,-88.5391399277,-24.6836249674,4
241,Afdig,4,-88.5391399277,-24.6836249674,4
241,Agem,1,-88.5391399277,-24.6836249674,4
241,Ahya,1,-88.5391399277,-24.6836249674,4
241,Aint,1,-88.5391399277,-24.6836249674,4
241,Anas,1,-88.5391399277,-24.6836249674,4
241,Astm,1,-88.5391399277,-24.6836249674,4
241,Gret,2,-88.5391399277,-24.6836249674,4
241,Hexe,1,-88.5391399277,-24.6836249674,4
241,Icun,1,-88.5391399277,-24.6836249674,4
241,Ipal,1,-88.5391399277,-24.6836249674,4
241,Pdae,1,-88.5391399277,-24.6836249674,4
241,Pdam,1,-88.5391399277,-24.6836249674,4
241,Psin,1,-88.5391399277,-24.6836249674,4
241,Pspp,4,-88.5391399277,-24.6836249674,4
241,Pven,2,-88.5391399277,-24.6836249674,4
241,Pver,2,-88.5391399277,-24.6836249674,4
242,Aaus,1,-86.5391398723,-24.6836249963,4
242,Afdig,1,-86.5391398723,-24.6836249963,4
242,Ahya,1,-86.5391398723,-24.6836249963,4
242,Aint,2,-86.5391398723,-24.6836249963,4
242,Anas,1,-86.5391398723,-24.6836249963,4
242,Aspa,1,-86.5391398723,-24.6836249963,4
242,Aten,1,-86.5391398723,-24.6836249963,4
242,Fabd,2,-86.5391398723,-24.6836249963,4
242,Gasp,1,-86.5391398723,-24.6836249963,4
242,Geds,2,-86.5391398723,-24.6836249963,4
242,Gret,5,-86.5391398723,-24.6836249963,4
242,Ipal,3,-86.5391398723,-24.6836249963,4
242,Pdam,2,-86.5391398723,-24.6836249963,4
242,Plam,1,-86.5391398723,-24.6836249963,4
242,Pspp,6,-86.5391398723,-24.6836249963,4
242,Pven,1,-86.5391398723,-24.6836249963,4
242,Pver,1,-86.5391398723,-24.6836249963,4
243,Afdig,3,-84.5391398187,-24.6836250255,4
243,Ahya,1,-84.5391398187,-24.6836250255,4
243,Aint,8,-84.5391398187,-24.6836250255,4
243,Asel,1,-84.5391398187,-24.6836250255,4
243,Fhal,3,-84.5391398187,-24.6836250255,4
243,Fpal,2,-84.5391398187,-24.6836250255,4
243,Gedw,1,-84.5391398187,-24.6836250255,4
243,Gret,2,-84.5391398187,-24.6836250255,4
243,Hmic,2,-84.5391398187,-24.6836250255,4
243,Icun,4,-84.5391398187,-24.6836250255,4
243,Ipal,4,-84.5391398187,-24.6836250255,4
243,Pdam,5,-84.5391398187,-24.6836250255,4
243,Ppin,1,-84.5391398187,-24.6836250255,4
243,Pspp,2,-84.5391398187,-24.6836250255,4
243,Pver,2,-84.5391398187,-24.6836250255,4
244,Aabr,1,-82.5391397662,-24.6836250556,4
244,Afdig,3,-82.5391397662,-24.6836250556,4
244,Aint,3,-82.5391397662,-24.6836250556,4
244,Amyr,1,-82.5391397662,-24.6836250556,4
244,Anas,2,-82.5391397662,-24.6836250556,4
244,Arob,2,-82.5391397662,-24.6836250556,4
244,Cser,1,-82.5391397662,-24.6836250556,4
244,Fabd,1,-82.5391397662,-24.6836250556,4
244,Fhal,2,-82.5391397662,-24.6836250556,4
244,Fpal,1,-82.5391397662,-24.6836250556,4
244,Gret,5,-82.5391397662,-24.6836250556,4
244,Icun,8,-82.5391397662,-24.6836250556,4
244,Pdam,2,-82.5391397662,-24.6836250556,4
244,Ppin,1,-82.5391397662,-24.6836250556,4
244,Pspp,15,-82.5391397662,-24.6836250556,4
244,Pver,2,-82.5391397662,-24.6836250556,4
245,Afdig,5,-80.5391397125,-24.6836250851,4
245,Agem,1,-80.5391397125,-24.6836250851,4
245,Ahum,1,-80.5391397125,-24.6836250851,4
245,Ahya,1,-80.5391397125,-24.6836250851,4
245,Aint,3,-80.5391397125,-24.6836250851,4
245,Amic,1,-80.5391397125,-24.6836250851,4
245,Arob,1,-80.5391397125,-24.6836250851,4
245,Aspa,1,-80.5391397125,-24.6836250851,4
245,Cmic,1,-80.5391397125,-24.6836250851,4
245,Fabd,3,-80.5391397125,-24.6836250851,4
245,Geds,1,-80.5391397125,-24.6836250851,4
245,Gret,2,-80.5391397125,-24.6836250851,4
245,Icun,3,-80.5391397125,-24.6836250851,4
245,Pdam,3,-80.5391397125,-24.6836250851,4
245,Pspp,6,-80.5391397125,-24.6836250851,4
246,Afdig,2,-78.5391396576,-24.6836251149,4
246,Ahya,1,-78.5391396576,-24.6836251149,4
246,Aint,11,-78.5391396576,-24.6836251149,4
246,Cmic,1,-78.5391396576,-24.6836251149,4
246,Cser,1,-78.5391396576,-24.6836251149,4
246,Fpal,1,-78.5391396576,-24.6836251149,4
246,Gret,3,-78.5391396576,-24.6836251149,4
246,Mcal,1,-78.5391396576,-24.6836251149,4
246,Pdam,4,-78.5391396576,-24.6836251149,4
247,Afdig,1,-90.5391399531,-22.6836249387,4
247,Alat,1,-90.5391399531,-22.6836249387,4
247,Astm,1,-90.5391399531,-22.6836249387,4
247,Aten,1,-90.5391399531,-22.6836249387,4
247,Ayon,1,-90.5391399531,-22.6836249387,4
247,Cmay,3,-90.5391399531,-22.6836249387,4
247,Geds,2,-90.5391399531,-22.6836249387,4
247,Gfas,4,-90.5391399531,-22.6836249387,4
247,Gret,1,-90.5391399531,-22.6836249387,4
247,Icun,1,-90.5391399531,-22.6836249387,4
247,Mdan,1,-90.5391399531,-22.6836249387,4
247,Mmag,2,-90.5391399531,-22.6836249387,4
247,Mver,2,-90.5391399531,-22.6836249387,4
247,Pdae,1,-90.5391399531,-22.6836249387,4
247,Pdam,2,-90.5391399531,-22.6836249387,4
247,Pspp,8,-90.5391399531,-22.6836249387,4
247,Srec,1,-90.5391399531,-22.6836249387,4
248,Aaus,1,-88.539139899,-22.6836249683,4
248,Acun,1,-88.539139899,-22.6836249683,4
248,Adig,2,-88.539139899,-22.6836249683,4
248,Adiv,1,-88.539139899,-22.6836249683,4
248,Aech,1,-88.539139899,-22.6836249683,4
248,Afdig,2,-88.539139899,-22.6836249683,4
248,Ahum,1,-88.539139899,-22.6836249683,4
248,Ahya,2,-88.539139899,-22.6836249683,4
248,Aint,1,-88.539139899,-22.6836249683,4
248,Anas,1,-88.539139899,-22.6836249683,4
248,Aspa,1,-88.539139899,-22.6836249683,4
248,Aten,1,-88.539139899,-22.6836249683,4
248,Aver,1,-88.539139899,-22.6836249683,4
248,Fhal,2,-88.539139899,-22.6836249683,4
248,Geds,4,-88.539139899,-22.6836249683,4
248,Icun,2,-88.539139899,-22.6836249683,4
248,Ipal,1,-88.539139899,-22.6836249683,4
248,Mcal,2,-88.539139899,-22.6836249683,4
248,Pdam,3,-88.539139899,-22.6836249683,4
248,Pspp,5,-88.539139899,-22.6836249683,4
249,Aaus,1,-86.5391398438,-22.6836249972,4
249,Afdig,2,-86.5391398438,-22.6836249972,4
249,Ahya,1,-86.5391398438,-22.6836249972,4
249,Aint,2,-86.5391398438,-22.6836249972,4
249,Aspa,1,-86.5391398438,-22.6836249972,4
249,Aval,1,-86.5391398438,-22.6836249972,4
249,Elam,1,-86.5391398438,-22.6836249972,4
249,Fabd,1,-86.5391398438,-22.6836249972,4
249,Fpal,1,-86.5391398438,-22.6836249972,4
249,Geds,3,-86.5391398438,-22.6836249972,4
249,Gret,1,-86.5391398438,-22.6836249972,4
249,Hmic,1,-86.5391398438,-22.6836249972,4
249,Icun,1,-86.5391398438,-22.6836249972,4
249,Ipal,1,-86.5391398438,-22.6836249972,4
249,Mcal,4,-86.5391398438,-22.6836249972,4
249,Mtub,1,-86.5391398438,-22.6836249972,4
249,Pdae,1,-86.5391398438,-22.6836249972,4
249,Plam,2,-86.5391398438,-22.6836249972,4
249,Pryu,1,-86.5391398438,-22.6836249972,4
249,Psin,1,-86.5391398438,-22.6836249972,4
249,Pspp,5,-86.5391398438,-22.6836249972,4
249,Pver,7,-86.5391398438,-22.6836249972,4
249,Sin,1,-86.5391398438,-22.6836249972,4
249,Srec,1,-86.5391398438,-22.6836249972,4
250,Adig,1,-84.5391397899,-22.6836250263,4
250,Afdig,2,-84.5391397899,-22.6836250263,4
250,Ahya,2,-84.5391397899,-22.6836250263,4
250,Aint,3,-84.5391397899,-22.6836250263,4
250,Anas,2,-84.5391397899,-22.6836250263,4
250,Arob,2,-84.5391397899,-22.6836250263,4
250,Aspa,1,-84.5391397899,-22.6836250263,4
250,Fhal,1,-84.5391397899,-22.6836250263,4
250,Fpal,3,-84.5391397899,-22.6836250263,4
250,Fpen,1,-84.5391397899,-22.6836250263,4
250,Gedw,3,-84.5391397899,-22.6836250263,4
250,Gret,7,-84.5391397899,-22.6836250263,4
250,Icun,3,-84.5391397899,-22.6836250263,4
250,Ipal,2,-84.5391397899,-22.6836250263,4
250,Mann,2,-84.5391397899,-22.6836250263,4
250,Pdae,2,-84.5391397899,-22.6836250263,4
250,Pdam,4,-84.5391397899,-22.6836250263,4
250,Psin,1,-84.5391397899,-22.6836250263,4
250,Pspp,7,-84.5391397899,-22.6836250263,4
250,Pver,3,-84.5391397899,-22.6836250263,4
250,Tste,1,-84.5391397899,-22.6836250263,4
251,Aint,1,-82.5391397358,-22.6836250565,4
251,Amon,1,-82.5391397358,-22.6836250565,4
251,Anas,1,-82.5391397358,-22.6836250565,4
251,Aspa,1,-82.5391397358,-22.6836250565,4
